Tran ID,Cat,Item,Qty,Unit Price
25415,fruits,oranges,4,9.44
25425,vegetables,potatos,5,1.97
25425,legumes,chickpeas,4,5.12
25425,legumes,lentils,4,1.73
25433,legumes,lentils,4,1.73
25433,vegetables,potatos,1,1.97
25433,vegetables,potatos,1,1.97
25437,vegetables,potatos,3,1.97
25437,legumes,chickpeas,5,5.12
25437,legumes,lentils,4,1.73
25446,vegetables,broccoli,1,2.18
25446,vegetables,broccoli,1,2.18
25456,legumes,black-eyed peas,4,8.23
25456,fruits,apples,2,9.6
25456,vegetables,potatos,5,1.97
25456,fruits,oranges,2,9.44
25466,fruits,bananas,5,6.72
25472,fruits,apples,4,9.6
25472,fruits,grapes,5,3.2
25472,fruits,bananas,1,6.72
25472,legumes,navy beans,2,0.24
25480,vegetables,carrots,4,6.05
25480,vegetables,lettuce,3,9.11
25491,fruits,oranges,3,9.44
25491,fruits,grapes,2,3.2
25491,vegetables,broccoli,2,2.18
25491,legumes,navy beans,1,0.24
25499,vegetables,carrots,2,6.05
25499,vegetables,broccoli,3,2.18
25499,vegetables,broccoli,3,2.18
25509,fruits,grapes,2,3.2
25509,fruits,bananas,4,6.72
25511,vegetables,potatos,2,1.97
25511,fruits,grapes,5,3.2
25511,vegetables,lettuce,4,9.11
25511,legumes,lentils,3,1.73
25513,vegetables,broccoli,4,2.18
25517,fruits,bananas,3,6.72
25517,fruits,grapes,1,3.2
25525,fruits,bananas,3,6.72
25525,vegetables,lettuce,2,9.11
25525,legumes,chickpeas,4,5.12
25532,fruits,grapes,1,3.2
25532,fruits,oranges,4,9.44
25534,vegetables,potatos,1,1.97
25534,legumes,chickpeas,1,5.12
25534,vegetables,broccoli,3,2.18
25534,vegetables,lettuce,5,9.11
25545,legumes,lentils,2,1.73
25547,fruits,oranges,5,9.44
25556,legumes,lentils,2,1.73
25567,vegetables,carrots,2,6.05
25567,legumes,black-eyed peas,3,8.23
25567,vegetables,lettuce,1,9.11
25574,fruits,oranges,4,9.44
25574,fruits,bananas,3,6.72
25574,vegetables,broccoli,5,2.18
25582,legumes,chickpeas,3,5.12
25582,legumes,chickpeas,5,5.12
25582,legumes,navy beans,1,0.24
25582,fruits,grapes,2,3.2
25583,legumes,chickpeas,5,5.12
25583,legumes,lentils,2,1.73
25583,vegetables,broccoli,5,2.18
25586,fruits,oranges,5,9.44
25586,legumes,lentils,5,1.73
25595,legumes,chickpeas,1,5.12
25595,vegetables,carrots,2,6.05
25605,vegetables,potatos,3,1.97
25605,vegetables,broccoli,5,2.18
25607,fruits,apples,5,9.6
25607,vegetables,carrots,3,6.05
25609,vegetables,potatos,3,1.97
25609,vegetables,carrots,1,6.05
25609,fruits,apples,5,9.6
25617,fruits,apples,3,9.6
25627,vegetables,broccoli,5,2.18
25627,vegetables,potatos,1,1.97
25627,legumes,navy beans,5,0.24
25627,legumes,navy beans,1,0.24
25635,fruits,apples,5,9.6
25635,vegetables,potatos,3,1.97
25635,legumes,chickpeas,2,5.12
25635,fruits,apples,3,9.6
25645,fruits,bananas,4,6.72
25645,legumes,navy beans,5,0.24
25645,vegetables,broccoli,4,2.18
25645,vegetables,broccoli,2,2.18
25652,legumes,black-eyed peas,3,8.23
25653,vegetables,carrots,2,6.05
25653,legumes,chickpeas,5,5.12
25662,vegetables,lettuce,3,9.11
25662,fruits,oranges,3,9.44
25666,legumes,black-eyed peas,2,8.23
25676,fruits,bananas,4,6.72
25676,vegetables,broccoli,2,2.18
25676,legumes,chickpeas,1,5.12
25676,fruits,grapes,2,3.2
25679,legumes,navy beans,2,0.24
25679,fruits,grapes,2,3.2
25686,vegetables,lettuce,3,9.11
25686,legumes,chickpeas,2,5.12
25686,vegetables,potatos,4,1.97
25686,vegetables,potatos,4,1.97
25689,fruits,bananas,2,6.72
25689,legumes,navy beans,3,0.24
25689,vegetables,potatos,4,1.97
25697,legumes,chickpeas,2,5.12
25708,vegetables,broccoli,1,2.18
25708,fruits,bananas,5,6.72
25714,legumes,lentils,1,1.73
25714,legumes,black-eyed peas,5,8.23
25714,vegetables,lettuce,1,9.11
25723,vegetables,lettuce,2,9.11
25723,vegetables,potatos,3,1.97
25731,vegetables,potatos,1,1.97
25737,fruits,apples,2,9.6
25737,legumes,lentils,1,1.73
25737,fruits,oranges,1,9.44
25737,fruits,apples,5,9.6
25738,vegetables,lettuce,5,9.11
25738,vegetables,carrots,5,6.05
25744,fruits,grapes,3,3.2
25744,legumes,black-eyed peas,2,8.23
25754,fruits,bananas,5,6.72
25754,vegetables,lettuce,3,9.11
25754,vegetables,lettuce,2,9.11
25754,legumes,lentils,5,1.73
25760,vegetables,carrots,2,6.05
25760,fruits,oranges,1,9.44
25760,legumes,chickpeas,1,5.12
25760,vegetables,broccoli,4,2.18
25762,legumes,navy beans,5,0.24
25772,vegetables,lettuce,4,9.11
25772,legumes,black-eyed peas,3,8.23
25772,vegetables,broccoli,3,2.18
25772,fruits,oranges,3,9.44
25781,legumes,lentils,2,1.73
25781,legumes,chickpeas,5,5.12
25781,fruits,bananas,4,6.72
25781,legumes,black-eyed peas,1,8.23
25791,vegetables,potatos,1,1.97
25791,fruits,oranges,4,9.44
25791,fruits,grapes,4,3.2
25799,vegetables,broccoli,5,2.18
25799,vegetables,broccoli,1,2.18
25799,vegetables,broccoli,4,2.18
25801,fruits,apples,1,9.6
25801,vegetables,potatos,5,1.97
25801,legumes,chickpeas,5,5.12
25808,legumes,lentils,4,1.73
25808,fruits,grapes,5,3.2
25808,legumes,black-eyed peas,3,8.23
25808,legumes,chickpeas,2,5.12
25816,legumes,navy beans,4,0.24
25816,legumes,lentils,3,1.73
25816,vegetables,potatos,1,1.97
25821,vegetables,broccoli,1,2.18
25821,fruits,grapes,3,3.2
25821,legumes,chickpeas,3,5.12
25821,vegetables,carrots,5,6.05
25828,legumes,black-eyed peas,2,8.23
25828,fruits,grapes,3,3.2
25828,legumes,navy beans,3,0.24
25834,vegetables,lettuce,4,9.11
25834,fruits,bananas,3,6.72
25834,legumes,navy beans,5,0.24
25834,vegetables,broccoli,2,2.18
25845,vegetables,carrots,3,6.05
25845,vegetables,broccoli,4,2.18
25845,legumes,chickpeas,4,5.12
25845,fruits,oranges,2,9.44
25849,vegetables,carrots,5,6.05
25849,vegetables,lettuce,5,9.11
25849,vegetables,carrots,3,6.05
25849,fruits,apples,1,9.6
25861,vegetables,lettuce,4,9.11
25861,vegetables,carrots,2,6.05
25861,fruits,grapes,5,3.2
25872,fruits,oranges,5,9.44
25872,vegetables,broccoli,1,2.18
25872,vegetables,broccoli,4,2.18
25880,fruits,apples,3,9.6
25880,vegetables,potatos,2,1.97
25880,legumes,black-eyed peas,5,8.23
25880,fruits,apples,3,9.6
25882,legumes,navy beans,5,0.24
25882,fruits,oranges,3,9.44
25882,fruits,oranges,5,9.44
25882,fruits,apples,5,9.6
25892,fruits,oranges,3,9.44
25892,fruits,apples,1,9.6
25913,vegetables,carrots,2,6.05
25913,legumes,lentils,2,1.73
25913,vegetables,carrots,2,6.05
25915,fruits,apples,2,9.6
25922,legumes,lentils,3,1.73
25930,fruits,grapes,3,3.2
25932,fruits,grapes,2,3.2
25932,vegetables,potatos,3,1.97
25932,legumes,black-eyed peas,1,8.23
25935,fruits,apples,2,9.6
25946,legumes,black-eyed peas,3,8.23
25946,fruits,oranges,2,9.44
25946,vegetables,lettuce,1,9.11
25956,legumes,chickpeas,3,5.12
25977,legumes,navy beans,3,0.24
25986,fruits,grapes,4,3.2
25993,legumes,lentils,2,1.73
25993,vegetables,carrots,2,6.05
26000,legumes,chickpeas,3,5.12
26000,fruits,bananas,4,6.72
26000,vegetables,carrots,1,6.05
26000,fruits,oranges,1,9.44
26002,vegetables,carrots,4,6.05
26009,vegetables,lettuce,1,9.11
26022,fruits,bananas,3,6.72
26022,vegetables,broccoli,1,2.18
26032,fruits,apples,3,9.6
26032,legumes,navy beans,3,0.24
26039,vegetables,carrots,3,6.05
26047,vegetables,broccoli,4,2.18
26051,fruits,apples,2,9.6
26057,vegetables,broccoli,2,2.18
26062,legumes,lentils,4,1.73
26062,legumes,lentils,2,1.73
26069,fruits,bananas,4,6.72
26069,vegetables,lettuce,2,9.11
26069,vegetables,potatos,4,1.97
26069,fruits,grapes,5,3.2
26071,legumes,lentils,3,1.73
26071,fruits,apples,5,9.6
26071,vegetables,potatos,2,1.97
26087,vegetables,carrots,3,6.05
26087,fruits,apples,5,9.6
26087,vegetables,carrots,2,6.05
26087,vegetables,carrots,3,6.05
26091,fruits,oranges,5,9.44
26091,legumes,black-eyed peas,1,8.23
26091,legumes,lentils,2,1.73
26099,vegetables,lettuce,4,9.11
26107,legumes,lentils,5,1.73
26107,vegetables,potatos,5,1.97
26107,fruits,bananas,3,6.72
26122,vegetables,potatos,1,1.97
26122,fruits,oranges,1,9.44
26122,legumes,black-eyed peas,1,8.23
26144,vegetables,carrots,5,6.05
26155,fruits,grapes,4,3.2
26155,fruits,oranges,1,9.44
26155,fruits,apples,3,9.6
26155,legumes,black-eyed peas,4,8.23
26156,vegetables,broccoli,5,2.18
26156,vegetables,lettuce,2,9.11
26162,legumes,black-eyed peas,3,8.23
26162,legumes,lentils,2,1.73
26162,vegetables,broccoli,1,2.18
26162,vegetables,broccoli,1,2.18
26173,legumes,lentils,5,1.73
26173,legumes,chickpeas,2,5.12
26173,fruits,bananas,1,6.72
26182,fruits,apples,3,9.6
26182,fruits,oranges,1,9.44
26187,legumes,chickpeas,2,5.12
26187,fruits,bananas,2,6.72
26195,fruits,bananas,4,6.72
26195,legumes,navy beans,4,0.24
26195,legumes,chickpeas,5,5.12
26195,fruits,grapes,2,3.2
26207,fruits,oranges,1,9.44
26207,legumes,lentils,2,1.73
26207,vegetables,potatos,4,1.97
26207,vegetables,carrots,1,6.05
26215,Fruits,bananas,3,6.72
26215,Legumes,,4,8.23
26215,Legumes,chickpeas,5,5.12
26215,,,2,2.18
26223,vegetables,lettuce,3,9.11
26223,legumes,chickpeas,4,5.12
26225,legumes,chickpeas,5,5.12
26225,legumes,chickpeas,5,5.12
26225,legumes,black-eyed peas,4,8.23
26225,fruits,oranges,2,9.44
26232,legumes,lentils,2,1.73
26232,fruits,bananas,3,6.72
26239,fruits,apples,5,9.6
26239,legumes,black-eyed peas,3,8.23
26239,fruits,grapes,4,3.2
26245,legumes,chickpeas,1,5.12
26245,fruits,grapes,4,3.2
26245,fruits,oranges,5,9.44
26248,fruits,grapes,1,3.2
26248,legumes,chickpeas,3,5.12
26257,legumes,navy beans,2,0.24
26257,fruits,bananas,5,6.72
26257,legumes,navy beans,2,0.24
26263,vegetables,potatos,3,1.97
26263,legumes,black-eyed peas,2,8.23
26263,fruits,bananas,5,6.72
26287,fruits,oranges,4,9.44
26287,fruits,grapes,2,3.2
26294,fruits,oranges,1,9.44
26294,legumes,navy beans,1,0.24
26294,legumes,lentils,2,1.73
26297,vegetables,lettuce,3,9.11
26297,fruits,grapes,4,3.2
26297,vegetables,potatos,4,1.97
26306,legumes,navy beans,1,0.24
26313,legumes,chickpeas,3,5.12
26313,fruits,apples,2,9.6
26313,legumes,navy beans,4,0.24
26322,fruits,bananas,2,6.72
26322,vegetables,lettuce,4,9.11
26322,fruits,bananas,3,6.72
26322,fruits,grapes,2,3.2
26325,vegetables,carrots,4,6.05
26325,legumes,lentils,2,1.73
26325,vegetables,potatos,5,1.97
26325,vegetables,lettuce,3,9.11
26341,vegetables,potatos,3,1.97
26341,vegetables,broccoli,2,2.18
26341,legumes,chickpeas,5,5.12
26344,legumes,lentils,2,1.73
26344,fruits,apples,4,9.6
26344,vegetables,carrots,1,6.05
26344,fruits,oranges,4,9.44
26353,vegetables,broccoli,4,2.18
26353,vegetables,lettuce,2,9.11
26353,vegetables,broccoli,3,2.18
26353,fruits,bananas,4,6.72
26358,fruits,oranges,4,9.44
26358,fruits,grapes,4,3.2
26358,legumes,black-eyed peas,1,8.23
26368,fruits,grapes,3,3.2
26372,vegetables,potatos,1,1.97
26390,legumes,chickpeas,5,5.12
26390,fruits,oranges,4,9.44
26390,legumes,black-eyed peas,2,8.23
26396,vegetables,broccoli,5,2.18
26396,fruits,apples,3,9.6
26396,vegetables,lettuce,2,9.11
26397,legumes,navy beans,4,0.24
26419,vegetables,broccoli,5,2.18
26419,fruits,grapes,1,3.2
26422,fruits,bananas,2,6.72
26422,fruits,oranges,5,9.44
26424,fruits,grapes,5,3.2
26424,fruits,oranges,1,9.44
26424,legumes,black-eyed peas,2,8.23
26424,vegetables,broccoli,1,2.18
26441,fruits,grapes,4,3.2
26441,vegetables,potatos,1,1.97
26442,vegetables,potatos,1,1.97
26442,fruits,grapes,2,3.2
26442,legumes,navy beans,3,0.24
26442,legumes,black-eyed peas,2,8.23
26444,vegetables,potatos,5,1.97
26444,legumes,chickpeas,2,5.12
26446,fruits,oranges,4,9.44
26446,vegetables,carrots,5,6.05
26446,vegetables,carrots,3,6.05
26446,legumes,navy beans,5,0.24
26464,vegetables,carrots,5,6.05
26464,vegetables,broccoli,5,2.18
26464,vegetables,carrots,3,6.05
26464,fruits,grapes,3,3.2
26475,legumes,chickpeas,1,5.12
26475,vegetables,lettuce,5,9.11
26475,fruits,apples,5,9.6
26475,vegetables,lettuce,2,9.11
26483,vegetables,lettuce,1,9.11
26483,legumes,chickpeas,2,5.12
26483,fruits,oranges,5,9.44
26490,fruits,apples,4,9.6
26490,fruits,apples,2,9.6
26493,fruits,bananas,3,6.72
26493,legumes,navy beans,5,0.24
26511,fruits,grapes,4,3.2
26511,vegetables,broccoli,4,2.18
26511,vegetables,broccoli,2,2.18
26521,vegetables,lettuce,5,9.11
26521,legumes,navy beans,3,0.24
26521,legumes,black-eyed peas,2,8.23
26553,legumes,lentils,2,1.73
26554,vegetables,broccoli,4,2.18
26572,fruits,apples,2,9.6
26582,fruits,grapes,3,3.2
26582,legumes,black-eyed peas,5,8.23
26582,legumes,chickpeas,3,5.12
26596,vegetables,potatos,1,1.97
26596,fruits,grapes,1,3.2
26596,legumes,lentils,1,1.73
26596,fruits,oranges,5,9.44
26599,legumes,black-eyed peas,3,8.23
26599,legumes,chickpeas,1,5.12
26599,fruits,apples,4,9.6
26609,vegetables,lettuce,4,9.11
26609,fruits,bananas,1,6.72
26609,legumes,navy beans,4,0.24
26609,vegetables,carrots,2,6.05
26616,fruits,bananas,2,6.72
26616,fruits,oranges,4,9.44
26616,vegetables,lettuce,2,9.11
26627,Vegetables,LETTUCE,3,9.11
26630,fruits,bananas,1,6.72
26635,legumes,navy beans,3,0.24
26637,legumes,black-eyed peas,3,8.23
26637,vegetables,potatos,5,1.97
26644,legumes,chickpeas,5,5.12
26644,fruits,apples,2,9.6
26648,fruits,apples,3,9.6
26648,vegetables,broccoli,1,2.18
26648,fruits,apples,2,9.6
26650,Vegetables,lettuce,3,9.11
26650,Vegetables,broccoli,3,2.18
26661,fruits,bananas,3,6.72
26662,legumes,lentils,2,1.73
26662,fruits,oranges,5,9.44
26662,fruits,oranges,5,9.44
26677,,,3,3.2
26677,,Oranges,1,9.44
26677,,LETTUCE,,9.11
26677,FRUITS,Apples,3,9.6
26688,fruits,apples,2,9.6
26688,legumes,navy beans,1,0.24
26694,legumes,black-eyed peas,4,8.23
26694,vegetables,broccoli,1,2.18
26694,vegetables,broccoli,3,2.18
26702,fruits,bananas,1,6.72
26702,vegetables,carrots,4,6.05
26702,fruits,apples,1,9.6
26709,fruits,bananas,1,6.72
26718,vegetables,potatos,3,1.97
26726,fruits,oranges,5,9.44
26726,legumes,chickpeas,5,5.12
26726,fruits,bananas,5,6.72
26726,vegetables,carrots,4,6.05
26729,fruits,grapes,1,3.2
26729,fruits,grapes,2,3.2
26734,fruits,oranges,1,9.44
26734,vegetables,lettuce,3,9.11
26741,legumes,chickpeas,1,5.12
26741,vegetables,potatos,3,1.97
26741,legumes,lentils,5,1.73
26747,legumes,chickpeas,4,5.12
26761,legumes,navy beans,3,0.24
26761,fruits,bananas,5,6.72
26761,vegetables,broccoli,5,2.18
26763,legumes,lentils,2,1.73
26763,fruits,bananas,5,6.72
26779,fruits,oranges,5,9.44
26780,fruits,grapes,1,3.2
26780,legumes,chickpeas,5,5.12
26781,fruits,apples,3,9.6
26781,legumes,lentils,4,1.73
26781,fruits,grapes,3,3.2
26785,vegetables,broccoli,3,2.18
26785,vegetables,lettuce,2,9.11
26795,vegetables,carrots,1,6.05
26800,legumes,chickpeas,1,5.12
26800,fruits,bananas,2,6.72
26800,legumes,black-eyed peas,2,8.23
26808,fruits,bananas,3,6.72
26813,legumes,lentils,3,1.73
26813,legumes,navy beans,4,0.24
26813,fruits,apples,2,9.6
26815,legumes,black-eyed peas,5,8.23
26818,legumes,lentils,4,1.73
26818,legumes,chickpeas,2,5.12
26818,fruits,oranges,2,9.44
26818,vegetables,broccoli,2,2.18
26827,vegetables,carrots,3,6.05
26827,legumes,navy beans,2,0.24
26838,legumes,navy beans,1,0.24
26838,fruits,bananas,3,6.72
26849,vegetables,carrots,2,6.05
26849,fruits,apples,3,9.6
26849,vegetables,potatos,5,1.97
26858,fruits,oranges,4,9.44
26858,legumes,chickpeas,4,5.12
26858,fruits,grapes,4,3.2
26858,legumes,navy beans,2,0.24
26868,vegetables,lettuce,4,9.11
26868,vegetables,lettuce,4,9.11
26868,fruits,bananas,5,6.72
26868,legumes,navy beans,4,0.24
26870,vegetables,broccoli,3,2.18
26877,vegetables,broccoli,4,2.18
26877,fruits,grapes,1,3.2
26877,legumes,navy beans,3,0.24
26878,legumes,lentils,2,1.73
26878,legumes,lentils,1,1.73
26878,fruits,oranges,5,9.44
26878,fruits,grapes,1,3.2
26880,fruits,grapes,2,3.2
26880,fruits,apples,1,9.6
26885,legumes,lentils,1,1.73
26891,legumes,lentils,1,1.73
26891,legumes,black-eyed peas,5,8.23
26891,fruits,grapes,2,3.2
26891,vegetables,carrots,5,6.05
26895,fruits,apples,3,9.6
26895,vegetables,potatos,4,1.97
26895,legumes,black-eyed peas,4,8.23
26895,legumes,black-eyed peas,3,8.23
26898,legumes,chickpeas,3,5.12
26904,legumes,chickpeas,2,5.12
26904,legumes,chickpeas,5,5.12
26904,legumes,lentils,3,1.73
26922,vegetables,potatos,2,1.97
26922,vegetables,carrots,3,6.05
26922,fruits,oranges,1,9.44
26922,fruits,apples,3,9.6
26928,vegetables,carrots,5,6.05
26933,fruits,grapes,2,3.2
26933,vegetables,carrots,1,6.05
26935,fruits,apples,1,9.6
26935,vegetables,broccoli,2,2.18
26949,legumes,lentils,5,1.73
26949,legumes,navy beans,3,0.24
26949,legumes,chickpeas,5,5.12
26949,fruits,bananas,2,6.72
26956,vegetables,broccoli,5,2.18
26956,legumes,chickpeas,3,5.12
26956,legumes,chickpeas,1,5.12
26956,legumes,chickpeas,4,5.12
26961,fruits,apples,1,9.6
26961,legumes,black-eyed peas,3,8.23
26961,legumes,chickpeas,5,5.12
26961,vegetables,potatos,2,1.97
26964,fruits,bananas,1,6.72
26964,fruits,apples,5,9.6
26967,fruits,oranges,5,9.44
26973,fruits,oranges,3,9.44
26973,vegetables,carrots,3,6.05
26973,vegetables,broccoli,5,2.18
26979,legumes,navy beans,5,0.24
26979,legumes,lentils,3,1.73
26990,legumes,black-eyed peas,3,8.23
26990,vegetables,potatos,2,1.97
26990,fruits,grapes,4,3.2
26993,legumes,black-eyed peas,5,8.23
26993,fruits,bananas,2,6.72
27003,vegetables,potatos,1,1.97
27003,fruits,bananas,4,6.72
27003,fruits,grapes,5,3.2
27003,fruits,apples,3,9.6
27011,fruits,apples,5,9.6
27011,fruits,oranges,1,9.44
27011,vegetables,carrots,5,6.05
27015,legumes,chickpeas,5,5.12
27015,fruits,oranges,4,9.44
27015,vegetables,carrots,4,6.05
27019,legumes,lentils,4,1.73
27032,fruits,oranges,2,9.44
27032,fruits,grapes,5,3.2
27032,fruits,bananas,5,6.72
27043,fruits,oranges,5,9.44
27043,fruits,bananas,3,6.72
27048,fruits,oranges,3,9.44
27048,fruits,oranges,3,9.44
27052,vegetables,lettuce,4,9.11
27052,vegetables,lettuce,1,9.11
27061,vegetables,broccoli,4,2.18
27061,vegetables,potatos,1,1.97
27065,fruits,apples,1,9.6
27065,fruits,grapes,4,3.2
27065,fruits,grapes,2,3.2
27065,vegetables,broccoli,5,2.18
27085,fruits,grapes,4,3.2
27085,legumes,black-eyed peas,5,8.23
27085,fruits,oranges,5,9.44
27085,legumes,lentils,3,1.73
27091,vegetables,lettuce,3,9.11
27091,vegetables,carrots,4,6.05
27091,fruits,oranges,3,9.44
27091,legumes,black-eyed peas,4,8.23
27093,legumes,lentils,4,1.73
27093,vegetables,potatos,5,1.97
27093,fruits,oranges,3,9.44
27093,fruits,bananas,4,6.72
27103,vegetables,carrots,1,6.05
27103,fruits,bananas,2,6.72
27104,legumes,black-eyed peas,5,8.23
27108,legumes,navy beans,5,0.24
27108,vegetables,broccoli,1,2.18
27130,fruits,apples,5,9.6
27130,legumes,chickpeas,4,5.12
27130,fruits,bananas,1,6.72
27130,legumes,navy beans,3,0.24
27136,fruits,oranges,2,9.44
27147,vegetables,lettuce,5,9.11
27157,legumes,navy beans,5,0.24
27157,legumes,navy beans,5,0.24
27157,legumes,lentils,3,1.73
27160,fruits,apples,1,9.6
27160,fruits,grapes,2,3.2
27160,vegetables,carrots,5,6.05
27160,vegetables,lettuce,3,9.11
27171,vegetables,potatos,5,1.97
27171,vegetables,lettuce,4,9.11
27171,vegetables,potatos,5,1.97
27171,vegetables,lettuce,4,9.11
27176,vegetables,broccoli,3,2.18
27178,fruits,bananas,4,6.72
27178,fruits,apples,4,9.6
27178,vegetables,broccoli,2,2.18
27178,vegetables,carrots,3,6.05
27182,legumes,black-eyed peas,5,8.23
27182,vegetables,potatos,3,1.97
27182,vegetables,lettuce,3,9.11
27204,fruits,oranges,2,9.44
27204,fruits,oranges,2,9.44
27204,legumes,navy beans,5,0.24
27209,vegetables,carrots,4,6.05
27215,fruits,apples,3,9.6
27215,vegetables,broccoli,1,2.18
27223,fruits,apples,3,9.6
27223,legumes,chickpeas,1,5.12
27240,fruits,oranges,2,9.44
27240,fruits,apples,1,9.6
27249,vegetables,lettuce,4,9.11
27249,fruits,bananas,5,6.72
27249,fruits,grapes,4,3.2
27249,legumes,chickpeas,4,5.12
27252,fruits,grapes,3,3.2
27252,legumes,black-eyed peas,3,8.23
27252,legumes,lentils,5,1.73
27268,legumes,navy beans,1,0.24
27268,fruits,apples,5,9.6
27268,legumes,black-eyed peas,1,8.23
27270,legumes,black-eyed peas,2,8.23
27270,vegetables,lettuce,4,9.11
27281,vegetables,broccoli,3,2.18
27281,vegetables,lettuce,5,9.11
27281,vegetables,broccoli,5,2.18
27281,vegetables,lettuce,4,9.11
27289,legumes,chickpeas,4,5.12
27289,legumes,black-eyed peas,5,8.23
27289,vegetables,carrots,3,6.05
27305,fruits,bananas,5,6.72
27305,legumes,lentils,5,1.73
27305,fruits,grapes,1,3.2
27314,vegetables,potatos,4,1.97
27314,fruits,bananas,5,6.72
27319,vegetables,potatos,3,1.97
27319,fruits,apples,1,9.6
27319,vegetables,carrots,5,6.05
27327,legumes,lentils,1,1.73
27335,vegetables,carrots,1,6.05
27335,legumes,lentils,1,1.73
27335,fruits,bananas,5,6.72
27343,vegetables,Carrots,3,6.05
27343,,,4,2.18
27344,fruits,grapes,5,3.2
