Tran ID,Cat,Item,Qty,Unit Price
25716,legumes,lentils,3,5.09
25716,legumes,lentils,4,5.09
25716,vegetables,lettuce,4,9.69
25720,legumes,lentils,1,5.09
25720,fruits,bananas,4,5.09
25720,vegetables,broccoli,5,4.36
25720,legumes,lentils,2,5.09
25733,fruits,apples,4,3.85
25733,legumes,navy beans,1,4.99
25733,vegetables,broccoli,3,4.36
25733,vegetables,lettuce,1,9.69
25744,legumes,chickpeas,4,8.18
25744,legumes,black-eyed peas,1,2.96
25744,vegetables,carrots,2,9.93
25744,vegetables,potatos,1,5.6
25747,legumes,navy beans,5,4.99
25747,legumes,black-eyed peas,1,2.96
25747,legumes,black-eyed peas,3,2.96
25754,vegetables,broccoli,4,4.36
25754,legumes,chickpeas,3,8.18
25754,fruits,apples,2,3.85
25759,fruits,grapes,3,8.84
25759,vegetables,lettuce,3,9.69
25759,legumes,lentils,1,5.09
25764,vegetables,carrots,1,9.93
25764,legumes,navy beans,5,4.99
25764,fruits,oranges,1,7.89
25774,fruits,grapes,1,8.84
25774,legumes,navy beans,3,4.99
25774,vegetables,lettuce,5,9.69
25774,fruits,bananas,2,5.09
25779,fruits,apples,2,3.85
25779,vegetables,potatos,3,5.6
25779,legumes,navy beans,1,4.99
25779,vegetables,carrots,4,9.93
25780,fruits,bananas,3,5.09
25780,fruits,oranges,2,7.89
25780,fruits,grapes,1,8.84
25780,fruits,oranges,1,7.89
25783,vegetables,lettuce,5,9.69
25785,legumes,lentils,5,5.09
25785,fruits,apples,2,3.85
25795,legumes,black-eyed peas,1,2.96
25795,legumes,chickpeas,1,8.18
25795,legumes,chickpeas,3,8.18
25795,vegetables,lettuce,4,9.69
25804,vegetables,broccoli,4,4.36
25804,fruits,oranges,2,7.89
25804,vegetables,broccoli,5,4.36
25804,vegetables,lettuce,4,9.69
25812,legumes,lentils,5,5.09
25812,legumes,chickpeas,1,8.18
25823,vegetables,broccoli,3,4.36
25823,legumes,navy beans,5,4.99
25826,fruits,apples,5,3.85
25826,fruits,bananas,2,5.09
25831,vegetables,potatos,4,5.6
25831,legumes,navy beans,4,4.99
25831,vegetables,broccoli,5,4.36
25831,legumes,chickpeas,1,8.18
25835,fruits,grapes,4,8.84
25835,fruits,bananas,3,5.09
25848,vegetables,potatos,2,5.6
25848,vegetables,lettuce,5,9.69
25848,vegetables,lettuce,1,9.69
25848,legumes,black-eyed peas,1,2.96
25857,vegetables,potatos,5,5.6
25857,vegetables,potatos,1,5.6
25857,vegetables,broccoli,2,4.36
25857,fruits,apples,5,3.85
25871,vegetables,lettuce,4,9.69
25871,fruits,oranges,3,7.89
25882,fruits,bananas,4,5.09
25886,fruits,bananas,5,5.09
25886,vegetables,carrots,2,9.93
25894,legumes,chickpeas,2,8.18
25904,vegetables,carrots,5,9.93
25904,vegetables,lettuce,2,9.69
25904,vegetables,carrots,4,9.93
25904,legumes,lentils,1,5.09
25907,fruits,bananas,5,5.09
25907,vegetables,lettuce,1,9.69
25907,fruits,grapes,4,8.84
25917,legumes,black-eyed peas,3,2.96
25930,legumes,chickpeas,2,8.18
25935,vegetables,broccoli,3,4.36
25935,fruits,grapes,5,8.84
25951,vegetables,potatos,3,5.6
25951,legumes,navy beans,5,4.99
25959,legumes,chickpeas,3,8.18
25966,legumes,chickpeas,4,8.18
25966,legumes,lentils,4,5.09
25971,legumes,lentils,4,5.09
25971,vegetables,broccoli,1,4.36
25974,legumes,navy beans,3,4.99
25974,vegetables,lettuce,2,9.69
25974,fruits,apples,4,3.85
25985,fruits,apples,4,3.85
26000,vegetables,potatos,4,5.6
26000,fruits,oranges,1,7.89
26000,legumes,navy beans,4,4.99
26000,vegetables,potatos,2,5.6
26026,vegetables,lettuce,3,9.69
26026,vegetables,broccoli,1,4.36
26026,fruits,oranges,3,7.89
26026,vegetables,lettuce,5,9.69
26029,vegetables,lettuce,2,9.69
26030,fruits,bananas,5,5.09
26032,legumes,black-eyed peas,2,2.96
26032,fruits,grapes,3,8.84
26032,fruits,bananas,2,5.09
26032,vegetables,carrots,1,9.93
26033,vegetables,lettuce,3,9.69
26035,fruits,oranges,1,7.89
26035,vegetables,carrots,4,9.93
26035,vegetables,lettuce,1,9.69
26044,fruits,bananas,3,5.09
26044,legumes,black-eyed peas,3,2.96
26044,legumes,navy beans,3,4.99
26044,fruits,grapes,1,8.84
26051,fruits,grapes,4,8.84
26059,legumes,navy beans,3,4.99
26059,fruits,bananas,2,5.09
26059,fruits,oranges,2,7.89
26066,fruits,apples,3,3.85
26066,fruits,oranges,5,7.89
26074,vegetables,carrots,1,9.93
26074,fruits,oranges,3,7.89
26074,fruits,oranges,1,7.89
26074,fruits,apples,1,3.85
26078,vegetables,carrots,3,9.93
26078,fruits,oranges,3,7.89
26078,fruits,bananas,5,5.09
26078,vegetables,lettuce,1,9.69
26081,fruits,oranges,3,7.89
26081,vegetables,lettuce,4,9.69
26090,vegetables,broccoli,1,4.36
26090,legumes,lentils,2,5.09
26100,legumes,navy beans,1,4.99
26100,vegetables,carrots,5,9.93
26107,fruits,apples,1,3.85
26107,fruits,grapes,1,8.84
26107,fruits,grapes,2,8.84
26116,legumes,lentils,5,5.09
26116,fruits,oranges,4,7.89
26116,fruits,oranges,5,7.89
26122,vegetables,carrots,5,9.93
26123,fruits,oranges,5,7.89
26123,legumes,chickpeas,5,8.18
26123,fruits,bananas,3,5.09
26123,fruits,grapes,2,8.84
26126,vegetables,carrots,3,9.93
26126,vegetables,broccoli,2,4.36
26129,vegetables,broccoli,5,4.36
26129,fruits,oranges,1,7.89
26129,legumes,lentils,3,5.09
26137,fruits,oranges,3,7.89
26137,legumes,black-eyed peas,5,2.96
26149,fruits,grapes,2,8.84
26149,fruits,oranges,3,7.89
26149,fruits,oranges,2,7.89
26149,fruits,apples,4,3.85
26153,legumes,chickpeas,3,8.18
26156,legumes,navy beans,5,4.99
26156,vegetables,carrots,1,9.93
26156,fruits,bananas,5,5.09
26156,vegetables,carrots,5,9.93
26163,fruits,oranges,3,7.89
26163,legumes,lentils,5,5.09
26163,legumes,lentils,2,5.09
26170,vegetables,broccoli,5,4.36
26170,vegetables,potatos,5,5.6
26170,vegetables,lettuce,3,9.69
26176,vegetables,potatos,5,5.6
26176,legumes,lentils,2,5.09
26197,legumes,black-eyed peas,2,2.96
26198,legumes,lentils,3,5.09
26198,vegetables,potatos,1,5.6
26199,legumes,black-eyed peas,5,2.96
26199,legumes,lentils,4,5.09
26203,fruits,bananas,2,5.09
26203,fruits,oranges,5,7.89
26203,vegetables,potatos,1,5.6
26209,vegetables,lettuce,2,9.69
26209,fruits,apples,3,3.85
26209,legumes,lentils,2,5.09
26209,vegetables,carrots,3,9.93
26219,legumes,navy beans,3,4.99
26219,legumes,black-eyed peas,3,2.96
26219,fruits,oranges,2,7.89
26220,fruits,grapes,2,8.84
26220,fruits,apples,5,3.85
26220,vegetables,broccoli,4,4.36
26227,vegetables,broccoli,1,4.36
26227,fruits,bananas,3,5.09
26227,fruits,grapes,3,8.84
26227,legumes,lentils,1,5.09
26247,fruits,oranges,2,7.89
26247,fruits,oranges,2,7.89
26247,legumes,lentils,1,5.09
26247,vegetables,carrots,4,9.93
26257,vegetables,lettuce,4,9.69
26257,legumes,navy beans,5,4.99
26257,fruits,apples,3,3.85
26267,vegetables,potatos,5,5.6
26267,fruits,bananas,1,5.09
26271,legumes,navy beans,2,4.99
26271,fruits,oranges,3,7.89
26271,vegetables,carrots,5,9.93
26281,fruits,grapes,3,8.84
26281,fruits,apples,2,3.85
26281,legumes,chickpeas,5,8.18
26283,legumes,black-eyed peas,3,2.96
26283,legumes,navy beans,5,4.99
26283,legumes,navy beans,1,4.99
26283,vegetables,lettuce,1,9.69
26291,fruits,oranges,5,7.89
26294,vegetables,lettuce,2,9.69
26294,vegetables,lettuce,5,9.69
26294,vegetables,potatos,4,5.6
26294,legumes,navy beans,5,4.99
26295,fruits,oranges,3,7.89
26295,vegetables,potatos,1,5.6
26295,legumes,lentils,2,5.09
26295,fruits,apples,4,3.85
26297,vegetables,lettuce,1,9.69
26297,fruits,grapes,4,8.84
26305,fruits,grapes,3,8.84
26305,fruits,bananas,4,5.09
26308,vegetables,potatos,2,5.6
26308,legumes,lentils,5,5.09
26308,fruits,grapes,5,8.84
26308,fruits,oranges,1,7.89
26328,vegetables,lettuce,2,9.69
26328,vegetables,broccoli,2,4.36
26337,fruits,grapes,2,8.84
26343,vegetables,lettuce,3,9.69
26343,legumes,black-eyed peas,3,2.96
26343,fruits,grapes,1,8.84
26349,legumes,navy beans,3,4.99
26349,fruits,oranges,5,7.89
26354,fruits,oranges,3,7.89
26354,fruits,grapes,3,8.84
26354,vegetables,broccoli,5,4.36
26364,vegetables,lettuce,2,9.69
26364,vegetables,carrots,1,9.93
26364,legumes,chickpeas,3,8.18
26365,fruits,apples,3,3.85
26365,fruits,bananas,3,5.09
26365,legumes,lentils,3,5.09
26365,legumes,black-eyed peas,1,2.96
26383,fruits,bananas,4,5.09
26383,vegetables,broccoli,3,4.36
26389,vegetables,broccoli,4,4.36
26389,fruits,apples,1,3.85
26389,fruits,grapes,3,8.84
26389,fruits,grapes,2,8.84
26395,vegetables,potatos,4,5.6
26395,vegetables,carrots,1,9.93
26395,legumes,black-eyed peas,1,2.96
26395,legumes,chickpeas,4,8.18
26401,vegetables,carrots,3,9.93
26401,vegetables,lettuce,2,9.69
26412,fruits,apples,5,3.85
26412,legumes,black-eyed peas,1,2.96
26412,fruits,grapes,5,8.84
26419,fruits,apples,1,3.85
26419,legumes,lentils,4,5.09
26423,vegetables,broccoli,1,4.36
26431,fruits,apples,2,3.85
26431,vegetables,potatos,4,5.6
26431,vegetables,broccoli,2,4.36
26431,vegetables,broccoli,1,4.36
26437,fruits,grapes,4,8.84
26441,vegetables,potatos,2,5.6
26441,fruits,bananas,5,5.09
26441,legumes,chickpeas,5,8.18
26441,vegetables,potatos,4,5.6
26450,fruits,bananas,1,5.09
26450,vegetables,carrots,2,9.93
26457,vegetables,potatos,4,5.6
26457,vegetables,carrots,3,9.93
26468,vegetables,potatos,1,5.6
26476,legumes,navy beans,5,4.99
26476,legumes,lentils,3,5.09
26484,vegetables,potatos,3,5.6
26484,vegetables,potatos,2,5.6
26484,vegetables,lettuce,1,9.69
26486,fruits,apples,4,3.85
26486,vegetables,lettuce,2,9.69
26486,legumes,black-eyed peas,4,2.96
26486,legumes,black-eyed peas,5,2.96
26493,legumes,chickpeas,1,8.18
26493,legumes,black-eyed peas,5,2.96
26499,fruits,bananas,4,5.09
26499,vegetables,potatos,4,5.6
26508,legumes,black-eyed peas,5,2.96
26508,vegetables,potatos,3,5.6
26508,vegetables,potatos,5,5.6
26520,vegetables,lettuce,1,9.69
26520,vegetables,broccoli,4,4.36
26526,legumes,black-eyed peas,1,2.96
26526,vegetables,carrots,5,9.93
26526,legumes,navy beans,1,4.99
26526,fruits,grapes,2,8.84
26530,fruits,bananas,5,5.09
26530,fruits,grapes,1,8.84
26535,vegetables,potatos,4,5.6
26535,fruits,grapes,3,8.84
26535,legumes,black-eyed peas,5,2.96
26540,fruits,bananas,1,5.09
26540,fruits,apples,5,3.85
26540,legumes,black-eyed peas,3,2.96
26540,vegetables,carrots,4,9.93
26554,vegetables,lettuce,1,9.69
26563,vegetables,potatos,2,5.6
26566,vegetables,potatos,1,5.6
26568,vegetables,potatos,2,5.6
26568,legumes,lentils,3,5.09
26577,fruits,apples,2,3.85
26577,fruits,bananas,3,5.09
26577,legumes,chickpeas,2,8.18
26577,fruits,apples,4,3.85
26579,vegetables,lettuce,5,9.69
26579,vegetables,lettuce,2,9.69
26582,fruits,apples,4,3.85
26582,legumes,chickpeas,1,8.18
26582,fruits,bananas,1,5.09
26582,fruits,grapes,4,8.84
26583,legumes,lentils,1,5.09
26583,legumes,lentils,3,5.09
26583,fruits,bananas,3,5.09
26591,legumes,navy beans,4,4.99
26591,legumes,navy beans,4,4.99
26591,vegetables,carrots,5,9.93
26591,vegetables,carrots,4,9.93
26601,vegetables,lettuce,3,9.69
26601,fruits,bananas,3,5.09
26624,fruits,bananas,3,5.09
26624,legumes,lentils,5,5.09
26638,vegetables,broccoli,3,4.36
26638,fruits,oranges,3,7.89
26656,vegetables,carrots,4,9.93
26656,vegetables,potatos,5,5.6
26664,fruits,bananas,3,5.09
26664,legumes,lentils,5,5.09
26664,legumes,black-eyed peas,4,2.96
26664,legumes,black-eyed peas,2,2.96
26673,vegetables,carrots,4,9.93
26673,fruits,grapes,2,8.84
26673,vegetables,potatos,1,5.6
26676,vegetables,broccoli,2,4.36
26683,fruits,apples,3,3.85
26683,vegetables,broccoli,1,4.36
26683,fruits,oranges,1,7.89
26683,fruits,bananas,1,5.09
26689,vegetables,lettuce,1,9.69
26689,fruits,apples,5,3.85
26690,fruits,apples,3,3.85
26704,vegetables,lettuce,3,9.69
26708,vegetables,lettuce,4,9.69
26708,legumes,chickpeas,3,8.18
26709,legumes,lentils,4,5.09
26709,vegetables,lettuce,1,9.69
26709,legumes,navy beans,4,4.99
26709,legumes,lentils,1,5.09
26710,legumes,chickpeas,3,8.18
26710,vegetables,broccoli,2,4.36
26713,vegetables,lettuce,5,9.69
26724,vegetables,carrots,3,9.93
26724,fruits,bananas,4,5.09
26724,fruits,apples,1,3.85
26724,fruits,oranges,5,7.89
26737,,,1,3.85
26737,vegetables,potatos,2,5.6
26737,LEGUMES,NAVY BEANS,1,4.99
26744,vegetables,potatos,2,5.6
26747,fruits,oranges,4,7.89
26757,vegetables,broccoli,3,4.36
26757,vegetables,broccoli,5,4.36
26762,legumes,navy beans,4,4.99
26762,vegetables,broccoli,3,4.36
26762,fruits,grapes,2,8.84
26762,vegetables,broccoli,4,4.36
26772,legumes,navy beans,5,4.99
26772,vegetables,broccoli,4,4.36
26782,fruits,oranges,3,7.89
26782,legumes,black-eyed peas,3,2.96
26790,vegetables,carrots,1,9.93
26790,legumes,lentils,5,5.09
26790,legumes,navy beans,5,4.99
26796,fruits,grapes,3,8.84
26796,vegetables,potatos,1,5.6
26801,fruits,apples,3,3.85
26805,fruits,apples,3,3.85
26807,fruits,oranges,3,7.89
26815,vegetables,broccoli,4,4.36
26815,vegetables,potatos,3,5.6
26817,legumes,chickpeas,2,8.18
26817,legumes,lentils,4,5.09
26817,fruits,oranges,3,7.89
26817,fruits,apples,1,3.85
26822,legumes,navy beans,3,4.99
26822,legumes,lentils,4,5.09
26844,vegetables,carrots,3,9.93
26844,legumes,black-eyed peas,1,2.96
26849,fruits,oranges,3,7.89
26850,vegetables,broccoli,3,4.36
26870,vegetables,carrots,4,9.93
26870,legumes,lentils,3,5.09
26874,vegetables,potatos,4,5.6
26883,legumes,navy beans,3,4.99
26883,fruits,grapes,1,8.84
26883,vegetables,potatos,5,5.6
26883,fruits,bananas,1,5.09
26889,legumes,chickpeas,3,8.18
26910,fruits,grapes,4,8.84
26910,fruits,grapes,4,8.84
26910,vegetables,potatos,5,5.6
26910,vegetables,lettuce,3,9.69
26916,legumes,navy beans,3,4.99
26916,vegetables,lettuce,3,9.69
26933,legumes,chickpeas,1,8.18
26933,legumes,chickpeas,2,8.18
26933,legumes,navy beans,4,4.99
26933,fruits,bananas,3,5.09
26939,legumes,navy beans,5,4.99
26941,fruits,apples,3,3.85
26941,legumes,lentils,5,5.09
26949,legumes,lentils,4,5.09
26949,legumes,navy beans,1,4.99
26949,vegetables,broccoli,2,4.36
26956,fruits,apples,2,3.85
26956,vegetables,lettuce,3,9.69
26958,vegetables,lettuce,3,9.69
26958,fruits,bananas,4,5.09
26958,legumes,navy beans,5,4.99
26958,vegetables,lettuce,1,9.69
26959,legumes,lentils,3,5.09
26964,fruits,apples,2,3.85
26968,legumes,lentils,2,5.09
26968,vegetables,carrots,3,9.93
26968,fruits,grapes,5,8.84
26973,legumes,chickpeas,1,8.18
26973,vegetables,lettuce,1,9.69
26973,vegetables,potatos,1,5.6
26973,fruits,bananas,1,5.09
26976,vegetables,carrots,4,9.93
26976,legumes,lentils,5,5.09
26988,fruits,apples,4,3.85
26988,fruits,grapes,5,8.84
27004,legumes,chickpeas,3,8.18
27004,vegetables,carrots,2,9.93
27004,legumes,lentils,4,5.09
27004,vegetables,lettuce,4,9.69
27006,,,5,2.96
27006,,,5,5.6
27015,fruits,apples,4,3.85
27015,vegetables,broccoli,2,4.36
27015,vegetables,carrots,5,9.93
27018,vegetables,lettuce,4,9.69
27018,vegetables,lettuce,2,9.69
27018,fruits,bananas,1,5.09
27018,vegetables,potatos,1,5.6
27020,vegetables,lettuce,3,9.69
27024,fruits,bananas,4,5.09
27024,legumes,chickpeas,5,8.18
27024,legumes,chickpeas,3,8.18
27042,legumes,chickpeas,3,8.18
27042,vegetables,broccoli,3,4.36
27042,fruits,apples,3,3.85
27042,vegetables,lettuce,1,9.69
27049,fruits,apples,2,3.85
27049,fruits,grapes,1,8.84
27060,fruits,apples,1,3.85
27060,legumes,chickpeas,3,8.18
27060,legumes,chickpeas,2,8.18
27061,legumes,black-eyed peas,4,2.96
27061,vegetables,broccoli,2,4.36
27061,vegetables,potatos,2,5.6
27070,vegetables,potatos,4,5.6
27078,fruits,grapes,1,8.84
27078,legumes,lentils,1,5.09
27078,legumes,navy beans,3,4.99
27078,fruits,grapes,3,8.84
27088,vegetables,broccoli,4,4.36
27088,vegetables,potatos,4,5.6
27088,fruits,bananas,1,5.09
27089,fruits,grapes,3,8.84
27089,vegetables,broccoli,5,4.36
27096,legumes,navy beans,5,4.99
27096,vegetables,broccoli,1,4.36
27096,fruits,grapes,4,8.84
27096,legumes,black-eyed peas,5,2.96
27109,fruits,grapes,3,8.84
27109,fruits,apples,5,3.85
27109,fruits,grapes,3,8.84
27109,vegetables,lettuce,3,9.69
27110,legumes,chickpeas,4,8.18
27110,vegetables,lettuce,1,9.69
27114,fruits,bananas,4,5.09
27114,legumes,lentils,4,5.09
27114,fruits,grapes,5,8.84
27121,fruits,bananas,4,5.09
27127,legumes,black-eyed peas,1,2.96
27127,legumes,navy beans,5,4.99
27129,vegetables,broccoli,5,4.36
27139,legumes,lentils,4,5.09
27139,vegetables,potatos,4,5.6
27139,vegetables,carrots,5,9.93
27139,fruits,bananas,1,5.09
27146,Legumes,Black-eyed peas,2,2.96
27146,Legumes,Chickpeas,4,8.18
27151,fruits,apples,1,3.85
27151,legumes,black-eyed peas,5,2.96
27151,legumes,lentils,4,5.09
27160,vegetables,carrots,1,9.93
27166,legumes,black-eyed peas,2,2.96
27166,legumes,black-eyed peas,5,2.96
27174,fruits,grapes,3,8.84
27174,fruits,oranges,4,7.89
27174,vegetables,broccoli,5,4.36
27183,fruits,apples,5,3.85
27183,fruits,bananas,5,5.09
27183,fruits,oranges,5,7.89
27188,legumes,chickpeas,4,8.18
27188,legumes,lentils,3,5.09
27188,legumes,chickpeas,5,8.18
27188,vegetables,carrots,5,9.93
27199,legumes,black-eyed peas,3,2.96
27199,vegetables,carrots,1,9.93
27209,fruits,grapes,2,8.84
27209,legumes,black-eyed peas,2,2.96
27211,legumes,lentils,2,5.09
27211,legumes,chickpeas,5,8.18
27211,legumes,lentils,5,5.09
27216,fruits,apples,5,3.85
27217,vegetables,broccoli,5,4.36
27217,legumes,lentils,4,5.09
27220,fruits,bananas,3,5.09
27240,Fruits,Oranges,1,7.89
27240,,,4,2.96
27240,,,2,4.36
27247,vegetables,potatos,2,5.6
27249,vegetables,lettuce,4,9.69
27251,vegetables,broccoli,3,4.36
27251,legumes,navy beans,4,4.99
27251,vegetables,potatos,5,5.6
27259,fruits,bananas,4,5.09
27259,,,3,5.09
27285,fruits,bananas,3,5.09
27285,fruits,bananas,5,5.09
27285,fruits,oranges,1,7.89
27285,legumes,black-eyed peas,3,2.96
27297,fruits,grapes,2,8.84
27297,fruits,apples,2,3.85
27297,fruits,apples,3,3.85
27309,legumes,navy beans,1,4.99
27309,fruits,grapes,3,8.84
27309,vegetables,carrots,2,9.93
27309,fruits,apples,1,3.85
27326,vegetables,broccoli,4,4.36
27326,vegetables,broccoli,2,4.36
27332,vegetables,carrots,3,9.93
27332,legumes,black-eyed peas,1,2.96
